Prot_FDR_confidence;Accession;Description;SV1_Abund.;SV2_Abund.;SV3_Abund.;SV4_Abund.;SV5_Abund.;SV6_Abund.;SV7_Abund.;SV8_Abund.;SV9_Abund.;SV10_Abund.;SV11_Abund.;SV17_Abund.;SV20_Abund.;SV21_Abund.;SV22_Abund.;SV23_Abund.;SV24_Abund.;SV27_Abund.;SV29_Abund.;SV30_Abund.;SV31_Abund.;SV32_Abund.;SV33_Abund.;SV34_Abund.;SV38_Abund.;SV41_Abund.;SV42_Abund.;SV43_Abund.;SV44_Abund.;SV47_Abund.;SV48_Abund.;SV49_Abund.;SV51_Abund.;SV52_Abund.;SV53_Abund.;SV54_Abund.;SV55_Abund.;SV56_Abund.;SV57_Abund.;SV58_Abund.;SV59_Abund.;SV60_Abund.;SV61_Abund.;SV62_Abund.;SV63_Abund.;SV64_Abund.;SV65_Abund.;SV66_Abund.;SV67_Abund.;SV68_Abund.;SV69_Abund.;SV70_Abund.;SV71_Abund.;SV72_Abund.;SV73_Abund.;SV74_Abund.;SV75_Abund.;SV76_Abund.;SV77_Abund.;SV78_Abund.;SV79_Abund.;SV80_Abund.;SV81_Abund.;SV82_Abund.;SV83_Abund.;SV84_Abund.;SV85_Abund.;SV86_Abund.;SV87_Abund.;SV88_Abund.;Biological_Process;Cellular_Component;Molecular_Function;Amount_1;Percentage_1;Amount_2;Percentage_2;Amount_NSSI;Percentage_NSSI;Amount_HC;Percentage_HC
High;P63261;Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;51741540.34;76448958.59;185197643.8;206412328.8;114205247.2;255785346.9;97397975.58;193363013.6;264045628.4;147030495.9;72641920.48;123247208.4;122257300.6;67520949.92;80969646.59;305757833.6;52817933.53;140642812.3;79020140.72;55767512.73;588392715.2;37318304.95;22242793.94;14202761.23;34032511.34;37875544.46;125361199.8;135152551.3;144361329.2;134196620.1;198655125.4;57967293.06;161325901.6;92540563.48;183459120.1;128219591.3;127309591.7;67383015.95;162139886.3;72339665.97;21923695.76;46588865.16;141320556.2;103632128.9;51326837.13;81057788.2;122609645.3;167635029.1;174932878.4;65210081.53;13738037.38;150715009.5;14136786;28557893.19;14173178.95;126708727.9;136040540.9;65632884.43;136196391.9;147293483.6;12869982.33;24481327.49;57297287.5;143667186.8;62603097.22;111774970.7;17817929.31;105951738.4;124007822.9;123015534.8;"cell organization and biogenesis;stress response;transport;developmental processes;other biological processes";"non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cell component";"cytoskeletal activity;other molecular function";70;100;70;100;36;100;34;100
High;P02545;Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;50684454.48;53787843.34;71631923.38;134450864.3;63795407.83;116493132.3;37494498.63;145626087.7;103911879.8;179254458.1;42053922.38;68619951.44;35637591.7;32927820.8;18152056.36;235988556.5;91034197.81;158659863.1;71759750.75;66550954.34;22134266.82;10386583.3;21895435.9;8994825.406;16528408.84;6932259.266;96701754.81;86956153.25;52924155.06;52221915.06;34581897.06;17950424.88;33090088.41;3090552.195;87047117.25;33947778.25;16141410.78;35973515.75;35453620.69;29802016.13;24763898.63;7805550.961;23209651;3794207.813;36407250.81;25964883.09;81039935.81;61473359.25;91503649.56;24153167.09;13950165;26984917.55;8888615.008;16300174.43;4406741.188;30661172.56;66697384.31;11839516.83;27465467.16;57502660.19;3484578.25;2849466.352;44520917.64;51490799.07;18276858.05;36050264.85;4009100.18;20142161.53;27257071.59;89601481.73;"cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes";"cytosol;cytoskeleton;nucleus;other cell component";other molecular function;70;100;70;100;36;100;34;100
High;Q04837;Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1;49987023.69;153002724.3;138957878;149860632;82855953;45110357;30663322.5;133029214.3;60156971;66894616;37523180.25;117304824;54015338.63;33233871.25;86014658.25;138358760.8;129617034;72597778.5;61747884.13;63493072.25;24440262.63;29355477;22219521.5;1638580.188;10755112.52;87607185;88265805;64932954;35882120;45134063;87160482.25;74881604;46840315;26690109;98062320;72712534;63839165;124263266.5;63085877;21443312.75;7653406.625;39729216.19;97334085.5;39244230.25;62971929.88;81927051;231348111;197356961.5;43565334;106919973.3;34849453.83;36042442.5;10719419.55;4776836.75;7228538.5;32512739.11;33466858;15070265.88;23728171.5;10803352.38;3732588.875;25450585.38;62607610.19;33547863.88;53478459;71282686.75;31355876.69;42092490.75;46175361.5;52300715;"cell organization and biogenesis;other metabolic processes;other biological processes";"mitochondrion;other cell component";"nucleic acid binding activity;other molecular function";70;100;70;100;36;100;34;100
High;Q9Y446;Plakophilin-3 OS=Homo sapiens OX=9606 GN=PKP3 PE=1 SV=1;49176741.55;260960582.9;422052125.4;212740313.7;140800680.8;203709715.1;98216092.89;257155361.6;266501700.5;331235017.7;121152685.9;354498039.4;179882538.5;132113995.8;130960062.3;790029010.1;270251349.5;279873173.1;154274856.9;144273420.5;47762518.94;50602857.22;63101608.06;16180993.27;112561433.9;119182754.2;128533165.6;128146427.6;105168962.5;106594145.4;123254815.5;127383179;70461098.3;37756212.48;294967964.8;83347479.44;145255267.7;50861971.69;177948933.5;58046969.28;21987691.63;49433677.11;179651554.8;114139705;61631887.63;114251454;145610356.5;212462755;163640377;96923034.13;25570309.48;127049826;21743685.6;33026921.25;18843781.4;136321401.7;141938606.7;83374654.38;58026467.69;119256034.9;6235921.531;18635301.61;42032267.09;119231822;52105837.06;45231988.17;22483083.9;68123293.66;50750767.31;110790128.9;"cell adhesion;cell organization and biogenesis;other biological processes";"plasma membrane;other membranes;nucleus;other cell component";other molecular function;70;100;70;100;36;100;34;100
High;A0A087WTT1;Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;48150674.22;55441088.75;84882550.5;127452781.6;64246026.19;115645481.5;22914362.78;40761538.38;83422476.25;116662573.5;24566474.59;166474228;107862406.3;51653135.13;14407195.72;225888036;68535619.13;125637128.8;29286051.38;31796316.5;34415582.38;32287786.88;22688123.47;12261007.31;14629909.03;32317907.16;44590253.5;21993746.19;32531547.55;20522741.75;41069956.38;47485407.25;2846985.969;12570198.67;105659147.3;37054895.63;34267488.88;55674776.88;37632164;42565077.34;5500262.578;30136759.75;32144406.16;11058224.63;42547015.31;32826110.25;33454956.38;40098493;23780040.75;41133727.69;10429859.43;56410836.34;7999688.25;15825337.34;13234534.19;39995751.13;60534061.13;12315621.66;21071167.75;35079645.25;12511594.73;29559901.25;22268608.88;30541358.38;25051963;37994127.38;17151725.75;44572272.06;39720652.13;34336407.63;;"cytosol;nucleus;other cell component";nucleic acid binding activity;70;100;70;100;36;100;34;100
High;Q8IUC1;Keratin-associated protein 11-1 OS=Homo sapiens OX=9606 GN=KRTAP11-1 PE=1 SV=1;47897151.12;671480404.6;617900463.4;802345148.2;168878810.9;272337391.7;234177378.5;2379625321;4279358966;1259183999;270272704.7;341366310.9;149756529.4;160785078.5;341813908.3;535081665.4;463303579.5;229917350.6;86624996.71;464666877.6;128244291.4;353521788;449317741.3;105295495.7;1538082123;1029702095;1653395201;662451074.5;3761408009;657317331.8;1077607316;2259557132;1345157243;219554562.4;1834206518;1925100524;2371914368;797183163.5;2152221403;804118313.3;766929109.5;278385354.1;673792552.2;1056184436;425636297.8;1815072148;1968255087;2760344220;6025403733;514208574.4;82109912.81;1096995464;80263802.84;281954498.8;142024924.4;534977884.3;421214842.7;257047754;972835571.1;1666263901;242116916.7;174291570.9;515399892;637037199.9;203596594.4;333887180.8;82779578.91;1098500453;1450495409;512609607.7;;"cytosol;cytoskeleton";;70;100;70;100;36;100;34;100
High;P12532;Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;47446805.81;200396965.6;241650094.9;230376853.5;127399652.1;125277875.4;88121530.77;153570479.5;93713519.88;166607487.4;74313542.59;201135986.8;92538925.13;63218273.72;81784043.75;312527964.9;118699744.2;230339494.6;140640309.8;46458534.94;60325668.97;22250516.25;12369297.97;341792.9844;47122327.27;67579021.58;198397944.2;99051361;76702325.38;107196414;137894172.8;20402077.08;98201675.38;23097079.21;321076546.6;89725595.14;118736597.5;37445993.44;25762551.59;35661790.94;2907973.938;20079558.5;218923309;53209075.25;69962707.03;93724838.16;114354458.3;131679300.7;220061887.8;145826673.6;750374.7148;88666614;22044367.5;11901934.09;4518950.719;54500162.2;97715301.4;24049549.5;24239610.69;51162866.5;11290461.25;14718629.88;23393589.94;88934343.55;14550109.84;29969227.75;15920616;19037603.38;113859933.4;152719310.2;other metabolic processes;"other membranes;mitochondrion";"kinase activity;other molecular function";70;100;70;100;36;100;34;100
High;A0A087WXI5;Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1;46991454.63;39997668;65519428.5;245402474;130464177.1;19423582.88;24031435.75;36886929.31;46284154.56;259741140.8;105374017;171791315;67453894.81;61281470.75;40127158.25;15042972.5;121056311.3;122796986.1;60681758.75;49848399;78557988.13;14884462.44;55011330.5;14136365.59;36951929.06;106756653.7;64959495.13;27203751.5;120550660.4;68887095.5;117369422.8;125501147.3;39493481.5;28331594.75;197524033.3;79980553.38;34969040.75;64214806.25;124733464.8;;;55128688.5;121229072.9;39927561.44;93681123.16;95480503.88;281022548.5;214083536.5;97815317.75;183367926.8;15776538.13;137135754.4;13618051.31;13765525.33;17703700;127044563.2;55887757.94;26299387.19;36487107.34;81109138;2902560.344;25262066.47;68252405.13;93544312.63;69960044.75;95761100.19;26181886.66;126627652.4;95185133.13;37437846.88;;;;68;97.14;68;97.14;36;100;32;94.12
High;P49327;Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;46572651.5;82220987.06;108786034.6;169897950;83774492.5;77537101.09;19114877.25;65115012.47;60351099.09;92027961.5;34212990.28;125102528.7;96630793.07;14380229.09;33126329.44;208572293.9;50219410;110736115.3;42172874.97;49926345.19;41351686.56;54427411.88;9568781.344;26863951.45;7756061.5;61923858.45;91870456.81;77585047.13;41560503.25;73037309.88;59591482.47;32390744.5;55928021;20785991.31;68368853.06;30552255.05;22738756.63;35047181.19;72064871.06;8620557.563;5203189.438;13111078.28;84351226.44;19770053.63;36813957.69;27777482.34;58859552.38;50023367.5;47138574.19;44616632;13122507.19;49896393.88;41637843.28;14958463.33;2488930.234;25499388.38;79832374.34;18641744.25;14146034.44;27483739.41;31413365.2;20031551;21248320.75;77349713.59;65087736.13;24853878.66;27558649.88;13671039.25;673099851.3;93634584;"other metabolic processes;developmental processes;other biological processes";"plasma membrane;other membranes;cytosol;ER/Golgi;other cell component";other molecular function;70;100;70;100;36;100;34;100
High;P60842;Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;46025511.98;52821471.13;95658999.59;172043807.4;72039926.69;181869876.4;27034744.17;128896650.1;64826163.88;118300044.8;33588776.2;154223502.8;80476541.85;35376244.75;44467996;331433729;68274774.75;102874137.5;67544402.78;36867516.88;27980054.44;19887665.81;25323025.34;512017.9219;64808318.37;30847340.34;121517660.8;116559873.5;125184694.3;80314391.41;108436187.3;56528541.45;54306318.5;56807555;248636736;43826559.97;43541866.19;48194887.75;114144804.1;39829444.22;12352134.13;43346496.22;57316111.28;68769878.25;3298293.406;70261836.45;95918227.56;141192832.5;31202553.13;132804376.5;489775.125;160446953.8;3159770.438;896156.2031;15665271.05;95813422.73;135034287.7;30996782.98;34196780;57680861.19;646935.8438;236260.8594;30418188.7;67379591.83;30232086.19;52069578.97;1300898.375;67782542.63;79313497.02;65671126;"protein metabolism;other metabolic processes";"cytosol;translational apparatus;other cell component";"nucleic acid binding activity;other molecular function";70;100;70;100;36;100;34;100
High;Q8TF66;Leucine-rich repeat-containing protein 15 OS=Homo sapiens OX=9606 GN=LRRC15 PE=2 SV=2;45087948.94;68302791.44;102061959;135749252.5;78110517.5;184355523.2;19254214.22;123703630;103672198.8;244583089.9;66050052.31;372548759.3;304179761.4;81289783.34;56345142.97;554812640.5;162826923.8;304611348.4;63530754.88;44939904.25;31534783.75;25167659.13;25687540.28;6509913.406;21464198.88;90517405.97;53037585.56;35011753;25577582.09;45369415.81;72595287.13;99404981.94;48905258.44;20919190.25;221358445.3;81981767.56;121560142.6;111837026.6;107648412.3;25379124.38;9472903.984;50509816.02;62083052.75;29179938.69;99307081.31;103884708.8;143861101.4;149320458.3;127385255.5;75284386.19;13942717.56;98873554.25;27872408.14;25290333.39;12815949.5;64394209.53;133556083.8;18675277.69;26241222.72;29441180.47;16706625.11;29051028.84;41736324.91;97557312.81;51910253.19;60674888.44;19883882.03;105191851.8;68431804.44;90168397.5;other biological processes;"non-structural extracellular;extracellular matrix;other membranes";other molecular function;70;100;70;100;36;100;34;100
High;P35221;Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1;44384283.63;59679508.38;42417331.25;31391011.25;23320900.18;36572965.09;42294709.28;56692767.63;130949247.1;57793936.19;12535185.77;55579944.3;32859861.73;25030561.8;13646926.91;68123168.44;27373253.91;74828803.76;19736153.48;11906837.63;24523396.23;4619312.563;1893536.563;8809742.406;1611562.922;7213750.266;16137335.13;9722390.711;48919429;17793962.52;33729173.03;28444356.69;21765104.63;26603067.72;56811459.5;27366837.94;45305644.31;24960628.48;112819323.5;22591619.62;46016483.06;8615030.742;53061519;27186283.44;16026714.35;27200857.19;16720194.58;54143815.88;10934650.63;25572468.25;9351922.99;48535378.67;20360361.66;11287309.88;4676469.57;3857777.273;34060022.55;11056950.68;17045835.25;19111272.38;5765735.203;15718815.16;14461727.69;19549139.7;23522765.73;8298458.633;16881466.45;38886601.44;16432295.19;21916127.86;"cell adhesion;cell organization and biogenesis;stress response;developmental processes;other biological processes";"plasma membrane;other membranes;cytosol;cytoskeleton;other cell component";"cytoskeletal activity;other molecular function";70;100;70;100;36;100;34;100
High;P35908;Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2;43983208.65;140449839.2;138315592.3;175939131.8;177190624.8;50023709.33;66989132.91;445630359.5;230759040.3;598149983;116121055.2;64075565.63;97165309.15;91152778.32;52619293.05;107266403.6;68439676.54;125765838.8;156072462.7;57047553.56;99989459.21;35584906.06;13822011.88;8894860.938;21160077.54;108452857.3;127245582.8;44655595.11;20623898.19;44460782.86;46044304.31;52915381.44;90690188.69;9531081.828;421401567.7;26986348.69;76487831.31;37438956.85;20579968.03;55244175.38;20590693.16;9873032.279;56127698.4;8250656.135;66203134.83;53374167.56;131003462.7;79895060.88;129778777.6;70413337.41;23046607.45;121599663.7;33776768.84;21028923.88;10029130.14;23441686.19;27628100.94;18784940.4;21260837.03;11483023.38;16621135.63;17995396.06;22649329.74;37747547.17;32939695.25;21640982.75;18115339.16;48995994.25;99691731.63;132582747.6;"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes";"plasma membrane;cytosol;cytoskeleton";"bone, tooth or skin structural activity;cytoskeletal activity";70;100;70;100;36;100;34;100
High;P51659;Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3;42496999.91;118967523.3;150408417.1;198185804.9;130370144.6;256382434.6;56647589.48;99200520.63;141908047;226458796.5;58185596.63;204351155.5;195273512.7;53711816.56;48072343.68;630254484.8;88371095.03;278962089.3;65561816.76;34561851.47;52520516.07;37523084.8;26564775.38;14403510.8;28102026.52;64221871.25;90120331.25;102578393.7;60459713.13;48846811.38;53808601.63;37904095.06;61417895.25;30275937.25;180412817.9;100711129.8;64513580.13;72582572.75;199842750;81175533.38;11226963.84;40893479.72;101819665.5;19998774.25;78548611.91;68523036.38;75942304.25;92304974.94;168277600;163567260.4;18888365.84;53740637.88;21092940.34;24512324.14;14120775.8;75710702.86;143729619.8;74089048.28;38754564.09;59274090.31;11623803.31;29279406;22634998.56;40319210.94;43773038.59;49441251.63;30638115.53;84346655;21385107.63;126028957;"other metabolic processes;developmental processes";"cytosol;other cytoplasmic organelle";other molecular function;70;100;70;100;36;100;34;100
High;P61604;10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2;41887480.55;139353570.8;150314897.3;185048567.8;72749517.5;106207402.5;58569063.58;98999538.25;109436542.8;199304375.9;72689129.39;175450043.7;84070255.41;63748567.25;96308072.63;419037326;118038826.3;139608159.1;109288995;74572589.56;35058620.72;65870608.59;54490583.44;12295701.5;21910102.22;51298397.27;165344716.9;81087709.56;104588471.8;104606032.5;99665960.41;128074286.1;160337946.8;48260792.11;302113002.3;119947871.8;138599884.1;65472452.13;109596869.2;89011710.31;83882993.19;39983663.13;164565915.9;152700646.5;127801748.4;87737481.88;162694324.8;175501997.1;211709075.3;109533332.9;14570831.22;216887059.4;12576164.5;39452199.31;10080505.69;158870765.1;118766751.3;37770374.81;99642650.5;111272995.6;26971568.76;12282639.27;74212938.5;74312488.94;99558342.69;47884049.81;23486161.09;99471271.81;168340057.8;146613594.9;"stress response;other biological processes";mitochondrion;other molecular function;70;100;70;100;36;100;34;100
High;O76013;Keratin, type I cuticular Ha6 OS=Homo sapiens OX=9606 GN=KRT36 PE=1 SV=1;41662831.83;214932610.5;173852866.2;292805423.6;125215720.5;236065510.2;95387979.88;349657472.8;211902443.3;291987171.4;69132709.4;155415409.5;82339084.86;75828020.03;65196194.84;189231652.2;140140873.8;122232348.6;66659220.16;145459104.7;119923765.3;85527540.06;41935331.33;15922164.4;73826384.81;105054108.7;155715891.5;122468917.9;103073759.1;73806026.75;204397171.3;225343926.4;72369195.98;137166488.8;132147964.7;114859566.7;286223425.6;166366299.5;331013228;99374132.56;91111493.41;43044737.66;125338198.4;110448921.2;102977505.4;142849943.8;230039767.4;179826099.3;58317310.31;81629433.44;127846551;149484940.6;44880197.03;26702700.39;14146049.04;59897060.56;120441788.3;133964621;302045817.1;85434146.31;40838762.08;41100053.26;130656238.3;80837053.34;137575000.8;52523039.06;25267111.78;68146036.09;99821037.72;209751718.3;other biological processes;"cytosol;cytoskeleton";bone, tooth or skin structural activity;70;100;70;100;36;100;34;100
High;P60174;Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3;41248325.78;98711513.38;203436687.4;192305889.1;108180485.1;54003269.88;52639373.84;139766825;208171149.5;227231662.6;65897111.38;166291125.6;85186731.31;58255399.13;88181237.75;164157061.9;138520902.8;176623836.2;81194611.88;56561607.31;18972453.5;23239910.56;29367276.5;13205517.81;19913420.91;26795661.33;86350508.75;59121257.25;91456063.25;51101148.81;70500476;36801817.28;86769059.63;47716068.72;63523135.5;61910492.91;67678909.38;50584268.69;80514150.06;57800320.38;7540735.125;33229210.94;103135400.4;14395353.09;64078002.53;51638710.38;85003409.13;152654797.8;159866013.8;38540342.63;28936263.63;86214927.63;33325176.13;10182956;12154981.59;62367395.88;41564597.5;25088080.13;29223917.25;47188708.03;8516632.781;12284181.25;21904926.25;74512295.63;50449068.25;22459379.81;2341969.5;35652972.94;76056730.5;87082019.13;other metabolic processes;;other molecular function;70;100;70;100;36;100;34;100
High;Q9BYQ8;Keratin-associated protein 4-9 OS=Homo sapiens OX=9606 GN=KRTAP4-9 PE=2 SV=2;40773675.88;189009844.4;264014243.5;238413313.5;100123624;20924438;206013472;868196736;271775360;419648672;119617323.8;96827104;64071382;95617574;315195069.8;33442568;46953868;46456792;33329440.88;78392704;53271061.01;147573713.8;187174139.5;11381234;710342567.5;479276990.8;421047170.5;417452356;439323323.1;148185745;324424249.8;268667675;411528217;128687968;336578592;465836192.5;274753072;151200457.6;665931.4375;287219936;257442316.3;59123295.63;193323352.8;247255371.5;164744568;282770108.9;228653892;561649575.5;609983160;53236711.88;;117232208;;25393432;16835318.25;105033616;101754804.4;21964940;534875527.3;348708798;54881415.75;56825346.5;150178222.6;363365136.8;16001573;168564549.8;45117670.28;204824070.5;429233899.3;207997323.1;other biological processes;"cytosol;cytoskeleton";;68;97.14;68;97.14;36;100;32;94.12
High;Q9ULW8;Protein-arginine deiminase type-3 OS=Homo sapiens OX=9606 GN=PADI3 PE=1 SV=2;37137841.01;26982885.75;157688092.8;167737535.8;142436356.6;62453660.31;51805266.56;64124885.81;117041051;161320777.4;69802852.95;161216374.4;135014945.7;43410542.27;87561384.16;377907795.1;93565388;192942877.5;56506329.48;56141560.91;28795765.19;23522751.56;35516856.97;26713240.64;28046495.59;37404890.63;94086804.92;140152329.9;38272444.75;91993835.94;36102390.06;18903390.19;48857684.06;56281038.28;114985789.5;92532542.25;195938037.9;54422058.75;64311623;61760125.69;6523979.578;47134593.34;107753562.5;27633215.59;36377660.81;43376661.25;145296340.8;127052510.8;92484098.56;92251182.59;15441216.53;68452712.19;42561043.63;25394637.56;9346549.676;86954411.38;113130053.4;24263670.34;28216414.31;43614077.69;25167866.52;11287406.94;42920827.25;102529051.4;30338153.59;52813910.19;18441083.8;74096503.56;56444862.88;90368252.44;"protein metabolism;other metabolic processes";"cytosol;nucleus;other cell component";other molecular function;70;100;70;100;36;100;34;100
High;H0YF27;Tripartite motif-containing protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM29 PE=1 SV=1;36541006.17;29733358;81630056;71986854.63;65821950;57384539.25;19618618;57942382;76166601;155732358.5;23921627.19;142399018.8;49698564;30683876;51648137.75;147564485.8;69962512.5;173131141.2;32652404.19;11918096.5;17830669.94;16806475.13;14248694;597488;17475171.13;25945555.38;56065532;36671396.06;23943993;32059382;49377313.75;27158479.25;41699995;8595542.875;114257885.8;43919111.31;82462609;12874286;117812135.5;8912690.188;2607826.25;5199032.5;47506409;33812101.88;13451431.59;35835695.75;28757672;60311889.13;92446202.25;32398797;;36161923.28;;3763507.031;1975021.281;34422422.34;28285845.88;8633188.25;22332635.5;41123204.53;2511186.938;4099756.375;16006412.94;38651075.5;11494876.31;21512888.72;3486953.25;20891911.58;50009031;55630477.84;;;;68;97.14;68;97.14;36;100;32;94.12
High;P62258;14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1;36530506.91;29249948.21;24183499.53;45596579.69;80040068.22;73949530.94;21080179.06;19528268.97;72688994.69;49472861;18055038.81;56834943.69;40115939.23;18882975.69;9994671.438;117426229.2;28013151.38;54942825.25;17914693.53;34067123.5;15674283.83;21884738.56;28302345.16;5649291.938;951516.0938;17608999.75;29365440.05;13350662.17;25310389.38;30733834.91;22889913.72;16654389.72;14866672.69;24197803.33;66531467.25;24822126.5;19563675.5;16795475.5;38568378.16;28043414.97;623009.875;17483086;41148014.88;13762096.08;10844772.89;9217083.094;28917181.69;25170104.63;41433626.5;20460202.45;12848297.2;20727441.88;14990413.63;21104053.75;13053512.55;11932686.94;24761666.78;19750784.97;17971783.44;18818791.75;8693125.719;25083252.19;35838329.13;9498513.156;27381247.25;26895429.94;17553605.44;22799805.13;15119716.75;6215220.094;"stress response;transport;signal transduction;other biological processes";"cytosol;cytoskeleton;nucleus;other cell component";other molecular function;70;100;70;100;36;100;34;100
Medium;Q5VT06;Centrosome-associated protein 350 OS=Homo sapiens OX=9606 GN=CEP350 PE=1 SV=1;35791656;66842314;191365220;77765220;237144360;129121140;4270854.5;10347462;25062516;16617043;698864;;318835570.6;2065857.313;1656901.75;;2513152.5;2533529.25;214363792;825911.5;64971348;2114957;5851708;1088962.063;;31923665;126991308;34875136;13448390;48550776;88770924;10801920;3454694.125;5407581.5;1895310.5;;3717409.25;6997410.5;20363636;8321180.75;723019.8438;13551819.75;423040656;46444964.5;18126600;11553712.94;184390892;299390232;51422750.13;115207368;;;;4230340;616467.75;;;;;;3822707.875;1763708.375;;28714296;3107554.813;8925310.75;1760963.125;14661705.5;110505378;21760920;"cell organization and biogenesis;other biological processes";"cytoskeleton;nucleus;other cell component";cytoskeletal activity;57;81.43;57;81.43;33;91.67;24;70.59
High;Q9Y316;Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1;35577359.25;107841388.8;146610622;137057357.5;80202871.88;81048019.13;67679239.56;182920488.6;136406862.6;190920020.5;68885970.41;183087039.7;73409375.19;61894270.81;111955080.6;375993001.9;77212747.5;137478160.7;79233954.63;80821708.75;29697682.03;30738276.88;31564056.06;12245786;21608698;36885855;128041222.5;92962811.5;52606943.25;91869398;36016674.5;49634840.25;40305599.75;20397503.63;119696445.5;47129122.25;44661718.25;31106250.38;100937740;25901334.13;5380832.75;30029516.19;151335841.1;33321160.5;43482552.88;34553825.5;69612728.69;187305279.4;116428640;53148717.25;11842172.27;70947317.88;22535877;4262174.938;6007688.219;44848881.5;59220134.31;26124766.78;32833818.81;91731532.38;10551142.84;10278059.83;38477665.63;56107383.07;14115829.13;63951071.75;3902645.906;57876229.5;61588583.13;40922130.63;other biological processes;;;70;100;70;100;36;100;34;100
High;P07195;L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2;35246376.75;143365301.2;246467212.5;181643620.2;146864403.5;153249976.5;64976357.75;203515206.9;129344014.8;286027509.2;51538292.16;150946723.4;127714850.2;40762101.03;27885033.78;308080463.2;95776925.97;182113968.3;67852396.3;34673669.02;47530395.66;37085182.95;20300226.06;6979977.797;43539882.98;45642435.13;189889230.4;122463406.7;87412323.88;60574024.38;169950835.6;86667895.25;121257505.1;46644649.44;230611043;77338935.75;78491158.23;82728914;140911669.4;48938054.63;19314255.58;24869633.97;196255000;66059089.13;89767214.91;91510606.25;161330989.9;262672332.1;222684082.6;49456615.78;4819002.344;117585439.3;16362813.23;14084026.91;1904011.242;125831526.7;57465293.7;35515912.22;113199695.5;114090447.1;6764495.75;31191856.72;15018866.34;73522798.94;57255948.13;41674409.73;4719607.813;52264166.13;101907509.7;97103281.34;other metabolic processes;"other membranes;cytosol;mitochondrion;other cell component";other molecular function;70;100;70;100;36;100;34;100
High;Q8IV08;5'-3' exonuclease PLD3 OS=Homo sapiens OX=9606 GN=PLD3 PE=1 SV=1;35050444.5;24888807;;;45155379.5;45593655;;15458325;11921605.75;17562188;14485154.88;17121094.5;5926959.5;3895942.5;8536655.75;125947062.5;6137434.5;27369790.5;6107376.5;2462621;3087969.75;1137013;4685007.063;389510.1563;5900082.563;3983532.75;17792490.38;17352788.5;15053809.38;10497774.5;14779139;3212861;2948041;2376448.75;69222820;5220673;8060031.5;2421080.5;19813652.88;5859055.75;1853698.438;4561364.25;7895358;2821212.25;7481631;11799692;5110520.375;9183682;4690007.375;13795592.5;2261339.938;1935266;5738387.125;1250673;1544665.625;13829889.75;20709587;5953577;3463140.25;3937376;720035.9375;2606589.5;3351665;6676868.5;;4026119;2451710.25;11044879.25;1348190.375;;"DNA metabolism;other metabolic processes;stress response;other biological processes";"other membranes;ER/Golgi;other cytoplasmic organelle";other molecular function;65;92.86;65;92.86;33;91.67;32;94.12
